854,168417.0,2011-05-02T12:07:00.000,5/2/2011,12:07:00,Closed,5200 INTERNATIONAL DR,2011-00194936,Theft,Committed,Mall,Pocket picking,"{'type': 'Point', 'coordinates': [-81.45040037, 28.46767042]}",Mapped,28.46767042,-81.45040037,32819
423,167986.0,2010-10-09T11:36:00.000,10/9/2010,11:36:00,Closed,6100 W SAND LAKE RD,2010-00477299,Fraud,Committed,Hotel/Motel,False pretense/swindle/confidence game,"{'type': 'Point', 'coordinates': [-81.46439665, 28.45045104]}",Mapped,28.45045104,-81.46439665,32819
1243,168806.0,2015-10-20T19:27:00.000,10/20/2015,19:27:00,Closed,5000 VISTA LAGO DR,2015-00432314,Assault,Committed,Highway/Road/Alley,Simple assault,"{'type': 'Point', 'coordinates': [-81.44654279, 28.53173123]}",Mapped,28.53173123,-81.44654279,32811
1164,168727.0,2017-12-21T10:24:00.000,12/21/2017,10:24:00,Closed,500 W SOUTH ST,2017-00500000,Theft,Committed,Vacant/Commercial,All other larceny,"{'type': 'Point', 'coordinates': [-81.385469448, 28.538329717]}",Mapped,8.538329717,-81.38546944,00000
280,167843.0,2012-10-29T10:16:00.000,10/29/2012,10:16:00,Closed,3200 S SEMORAN BV,2012-00448308,Theft,Committed,Apartment/Condo,All other larceny,"{'type': 'Point', 'coordinates': [-81.31031802, 28.5111862]}",Mapped,28.5111862,-81.31031802,32822
119,167682.0,2016-01-05T19:43:00.000,1/5/2016,19:43:00,Closed,3600 E COLONIAL DR,2016-00800066,Theft,Committed,Restaurant/Fine Dining,All other larceny,"{'type': 'Point', 'coordinates': [-81.33947698, 28.55342308]}",Mapped,28.55342308,-81.33947698,32803
1338,168901.0,2015-10-29T22:48:00.000,10/29/2015,22:48:00,Closed,400 S KIRKMAN RD,2015-00445416,Burglary,Committed,Auto Dealer/Car Lot,Burglary/breaking and entering,"{'type': 'Point', 'coordinates': [-81.45816139, 28.53694898]}",Mapped,28.53694898,-81.45816139,32811
774,168337.0,2010-04-16T10:21:00.000,4/16/2010,10:21:00,Closed,500 S EOLA DR,2010-00178080,Assault,Committed,School,Simple assault,"{'type': 'Point', 'coordinates': [-81.36972341, 28.53575272]}",Mapped,28.53575272,-81.36972341,32801
500,168063.0,2011-07-08T17:28:00.000,7/8/2011,17:28:00,Closed,3200 E COLONIAL DR,2011-00301484,Theft,Committed,Mall,All other larceny,"{'type': 'Point', 'coordinates': [-81.33947698, 28.55342308]}",Mapped,28.55342308,-81.33947698,32803
1977,169540.0,2010-11-19T09:03:00.000,11/19/2010,9:03:00,Closed,5800 INTERNATIONAL DR,2010-00541949,Burglary,Committed,Hotel/Motel,Burglary/breaking and entering,"{'type': 'Point', 'coordinates': [-81.46079573, 28.46232891]}",Mapped,28.46232891,-81.46079573,32819
1147,168710.0,2013-11-01T17:05:00.000,11/1/2013,17:05:00,Closed,100 E CENTRAL BV,2013-00458730,Theft,Committed,Governemnt Building or Property,All other larceny,"{'type': 'Point', 'coordinates': [-81.37667052, 28.54215588]}",Mapped,28.54215588,-81.37667052,32801
2341,169904.0,2012-07-13T23:35:00.000,7/13/2012,23:35:00,Closed,2500 E JEFFERSON ST,2012-00801679,Theft,Committed,Residence/Single,All other larceny,"{'type': 'Point', 'coordinates': [-81.35088475, 28.54503598]}",Mapped,28.54503598,-81.35088475,32803
2151,169714.0,2011-11-21T12:07:00.000,11/21/2011,12:07:00,Closed,4900 E COLONIAL DR,2011-00513751,Theft,Committed,Commercial/Office Building,All other larceny,"{'type': 'Point', 'coordinates': [-81.3250576, 28.55336289]}",Mapped,28.55336289,"-81.3250576,",00000
35,167598.0,2015-12-30T20:26:00.000,12/30/2015,20:26:00,Closed,9600 LAKE NONA VILLAGE PL,2015-00535467,Burglary,Committed,Doctor/Dental Office,Burglary/breaking and entering,"{'type': 'Point', 'coordinates': [-81.25279168, 28.42468195]}",Mapped,28.42468195,-81.25279168,32827
871,168434.0,2012-10-18T13:23:00.000,10/18/2012,13:23:00,Closed,4200 CONROY RD,2012-00432558,Fraud,Committed,Mall,Credit card/atm fraud,"{'type': 'Point', 'coordinates': [-81.42773469, 28.48698571]}",Mapped,28.48698571,-81.42773469,32839
933,168496.0,2014-06-21T06:12:00.000,6/21/2014,6:12:00,Closed,3400 SOHO ST,2014-00259410,Burglary,Committed,Parking Garage,Burglary/breaking and entering,"{'type': 'Point', 'coordinates': [-81.47312992, 28.50686766]}",Mapped,28.50686766,-81.47312992,32835
306,167869.0,2012-09-13T17:06:00.000,9/13/2012,17:06:00,Closed,1 E CENTRAL BV,2012-00381108,Assault,Committed,Bar/Night Club/Country Club,Simple assault,"{'type': 'Point', 'coordinates': [-81.3786887, 28.5421281]}",Mapped,28.5421281,"-81.3786887,",00000
1836,169399.0,2011-05-29T16:08:00.000,5/29/2011,16:08:00,Closed,8300 BOGGY CREEK RD,2011-00237699,Theft,Committed,Commercial/Office Building,All other larceny,"{'type': 'Point', 'coordinates': [-81.34989411, 28.44627527]}",Mapped,28.44627527,-81.34989411,32824
210,167773.0,2014-04-23T03:34:00.000,4/23/2014,3:34:00,Arrest,1 W PINE ST,2014-00167215,Theft,Committed,Convenience Store,Shoplifting,"{'type': 'Point', 'coordinates': [-81.37990739, 28.54129173]}",Mapped,28.54129173,-81.37990739,32801
96,167659.0,2013-04-24T17:25:00.000,4/24/2013,17:25:00,Closed,800 N ORANGE AVE,2013-00169264,Vehicle Theft,Attempted,Apartment/Condo,Motor vehicle theft,"{'type': 'Point', 'coordinates': [-81.37924136, 28.55585207]}",Mapped,28.55585207,-81.37924136,32801
176,167739.0,2017-12-21T10:29:00.000,12/21/2017,10:29:00,Closed,5200 MILLENIA BLVD,2017-00500010,Theft,Committed,Parking Lot - Surface,Theft from motor vehicle except parts/accessories,"{'type': 'Point', 'coordinates': [-81.442259523, 28.475279935]}",Mapped,8.475279935,-81.44225952,00000
1666,169229.0,2013-02-25T09:59:00.000,2/25/2013,9:59:00,Closed,S ORANGE BLOSSOM TRL / W GORE ST,2013-00083199,Assault,Committed,Highway/Road/Alley,Simple assault,"{'type': 'Point', 'coordinates': [-81.39712358, 28.53111655]}",Mapped,28.53111655,-81.39712358,32805
1283,168846.0,2010-11-27T09:43:00.000,11/27/2010,9:43:00,Closed,2400 AMHERST AVE,2010-00555003,Burglary,Committed,Residence/Single,Burglary/breaking and entering,"{'type': 'Point', 'coordinates': [-81.38027301, 28.57400862]}",Mapped,28.57400862,-81.38027301,32804
1783,169346.0,2011-07-31T21:01:00.000,7/31/2011,21:01:00,Closed,200 E MARKS ST,2011-00338307,Burglary,Committed,Doctor/Dental Office,Burglary/breaking and entering,"{'type': 'Point', 'coordinates': [-81.37460161, 28.55676606]}",Mapped,28.55676606,-81.37460161,32803
2038,169601.0,2011-02-08T08:44:00.000,2/8/2011,8:44:00,Closed,4500 PARKWAY COMMERCE BV,2011-00061299,Vehicle Theft,Committed,Commercial/Office Building,Motor vehicle theft,"{'type': 'Point', 'coordinates': [-81.4198637, 28.59796427]}",Mapped,28.59796427,"-81.4198637,",00000
46,167609.0,2011-11-11T09:24:00.000,11/11/2011,9:24:00,Closed,2100 W COLONIAL DR,2011-00498149,Theft,Committed,Department/Discount Store,All other larceny,"{'type': 'Point', 'coordinates': [-81.40851872, 28.55285218]}",Mapped,28.55285218,-81.40851872,32804
575,168138.0,2011-07-11T19:01:00.000,7/11/2011,19:01:00,Closed,2600 DELANEY AVE,2011-00306212,Theft,Committed,Convenience Store,Shoplifting,"{'type': 'Point', 'coordinates': [-81.3722073, 28.51343023]}",Mapped,28.51343023,"-81.3722073,",00000
390,167953.0,2013-03-21T07:31:00.000,3/21/2013,7:31:00,Arrest,1800 GAMMON LN,2013-00119036,Assault,Committed,Residence/Single,Simple assault,"{'type': 'Point', 'coordinates': [-81.42966729, 28.52080022]}",Mapped,28.52080022,-81.42966729,32811
258,167821.0,2012-10-24T15:43:00.000,10/24/2012,15:43:00,Closed,4900 INTERNATIONAL DR,2012-00441376,Theft,Committed,Specialty Store,All other larceny,"{'type': 'Point', 'coordinates': [-81.44958996, 28.47391409]}",Mapped,28.47391409,-81.44958996,32819
1446,169009.0,2013-05-02T17:38:00.000,5/2/2013,17:38:00,Arrest,3100 W PRINCETON ST,2013-00180888,Theft,Committed,Department/Discount Store,Shoplifting,"{'type': 'Point', 'coordinates': [-81.41891423, 28.56972275]}",Mapped,28.56972275,-81.41891423,32808
1700,169263.0,2014-07-07T18:35:00.000,7/7/2014,18:35:00,Inactive,4800 CASON COVE DR,2014-00283581,Assault,Committed,Apartment/Condo,Simple assault,"{'type': 'Point', 'coordinates': [-81.44313757, 28.49945819]}",Mapped,28.49945819,-81.44313757,32811
2136,169699.0,2015-07-03T10:15:00.000,7/3/2015,10:15:00,Closed,400 ROCK LAKE DR,2015-00802225,Theft,Committed,Residence/Single,All other larceny,"{'type': 'Point', 'coordinates': [-81.4035556, 28.54848738]}",Mapped,28.54848738,"-81.4035556,",00000
1773,169336.0,2012-05-11T06:05:00.000,5/11/2012,6:05:00,Closed,1200 W LIVINGSTON ST,2012-00197953,Burglary,Committed,Commercial/Office Building,Burglary/breaking and entering,"{'type': 'Point', 'coordinates': [-81.39586019, 28.54745589]}",Mapped,28.54745589,-81.39586019,32805
2364,169927.0,2014-01-14T10:49:00.000,1/14/2014,10:49:00,Closed,1 W CHURCH ST,2014-00019383,Theft,Committed,Convenience Store,All other larceny,"{'type': 'Point', 'coordinates': [-81.37988988, 28.54032149]}",Mapped,28.54032149,-81.37988988,32801
1802,169365.0,2010-10-24T14:00:00.000,10/24/2010,14:00:00,Closed,4600 CASON COVE DR,2010-00500887,Theft,Committed,Apartment/Condo,All other larceny,"{'type': 'Point', 'coordinates': [-81.4388836, 28.49708684]}",Mapped,28.49708684,"-81.4388836,",00000
348,167911.0,2011-11-22T09:34:00.000,11/22/2011,9:34:00,Closed,4900 NEW BROAD ST,2011-00515114,Theft,Committed,Commercial/Office Building,All other larceny,"{'type': 'Point', 'coordinates': [-81.32621187, 28.56837274]}",Mapped,28.56837274,-81.32621187,32814
1761,169324.0,2015-04-07T17:12:00.000,4/7/2015,17:12:00,Closed,4100 E COLONIAL DR,2015-00142183,Theft,Committed,Gas Station,Shoplifting,"{'type': 'Point', 'coordinates': [-81.33445992, 28.55344866]}",Mapped,28.55344866,-81.33445992,32803
1593,169156.0,2010-01-18T09:09:00.000,1/18/2010,9:09:00,Closed,5200 MILLENIA BV,2010-00028528,Theft,Committed,Apartment/Condo,All other larceny,"{'type': 'Point', 'coordinates': [-81.4422564, 28.47527461]}",Mapped,28.47527461,"-81.4422564,",00000
578,168141.0,2011-04-28T21:32:00.000,4/28/2011,21:32:00,Arrest,2000 S SEMORAN BV,2011-00189747,Narcotics,Committed,Highway/Road/Alley,Drugs/narcotics,"{'type': 'Point', 'coordinates': [-81.31038371, 28.52033745]}",Mapped,28.52033745,-81.31038371,32822
1028,168591.0,2012-06-03T16:09:00.000,6/3/2012,16:09:00,Closed,5200 S JOHN YOUNG PKWY,2012-00233828,Theft,Committed,Department/Discount Store,All other larceny,"{'type': 'Point', 'coordinates': [-81.41739938, 28.48837615]}",Mapped,28.48837615,-81.41739938,32839
1151,168714.0,2010-03-30T13:12:00.000,3/30/2010,13:12:00,Closed,1800 S SEMORAN BV,2010-00148940,Theft,Committed,Motor Vechicle,All other larceny,"{'type': 'Point', 'coordinates': [-81.31038371, 28.52033745]}",Mapped,28.52033745,-81.31038371,32822
1815,169378.0,2016-08-26T16:30:00.000,8/26/2016,16:30:00,Closed,4200 PLAYER CIR,2016-00347410,Burglary,Committed,Residence/Single,Burglary/breaking and entering,"{'type': 'Point', 'coordinates': [-81.43228261, 28.59028777]}",Mapped,28.59028777,-81.43228261,32808
1288,168851.0,2013-05-29T15:50:00.000,5/29/2013,15:50:00,Closed,4300 SHADOW CREST PL,2013-00220411,Burglary,Committed,Residence/Single,Burglary/breaking and entering,"{'type': 'Point', 'coordinates': [-81.45513941, 28.49903466]}",Mapped,28.49903466,-81.45513941,32811
1426,168989.0,2010-02-04T03:05:00.000,2/4/2010,3:05:00,Arrest,S ORANGE BLOSSOM TRL / MONTE CARLO TRL,2010-00057308,Narcotics,Committed,Highway/Road/Alley,Drugs/narcotics,"{'type': 'Point', 'coordinates': [-81.39709729, 28.52922285]}",Mapped,28.52922285,-81.39709729,32805
2177,169740.0,2016-03-16T10:03:00.000,3/16/2016,10:03:00,Closed,5600 CINDERLANE PKWY,2016-00111463,Theft,Committed,Apartment/Condo,Theft from motor vehicle except parts/accessories,"{'type': 'Point', 'coordinates': [-81.42919867, 28.60930478]}",Mapped,28.60930478,-81.42919867,32808
2369,169932.0,2012-03-24T20:33:00.000,3/24/2012,20:33:00,Arrest,1000 UNIVERSAL STUDIOS PLZ,2012-00128040,Theft,Committed,Theme Park,Shoplifting,"{'type': 'Point', 'coordinates': [-81.47324116, 28.47723397]}",Mapped,28.47723397,-81.47324116,32819
110,167673.0,2015-06-12T21:44:00.000,6/12/2015,21:44:00,Arrest,3000 CURRY FORD RD,2015-00241672,Fraud,Committed,Liquor/Beer/Wine Store,False pretense/swindle/confidence game,"{'type': 'Point', 'coordinates': [-81.34371086, 28.52416838]}",Mapped,28.52416838,-81.34371086,32806
26,167589.0,2017-09-03T21:51:00.000,9/3/2017,21:51:00,Open,6000 UNIVERSAL BLVD,2017-00346755,Assault,Committed,Theme Park,Simple assault,"{'type': 'Point', 'coordinates': [-81.464112927, 28.473437688]}",Mapped,8.473437688,-81.46411292,00000
1178,168741.0,2015-07-03T01:20:00.000,7/3/2015,1:20:00,Arrest,S SEMORAN BV / LA COSTA DR,2015-00271192,Narcotics,Committed,Highway/Road/Alley,Drugs/narcotics,"{'type': 'Point', 'coordinates': [-81.31046149, 28.52762759]}",Mapped,28.52762759,-81.31046149,32807
779,168342.0,2013-11-12T19:27:00.000,11/12/2013,19:27:00,Closed,5500 CURRY FORD RD,2013-00474709,Fraud,Committed,Bank/Financial Institution,False pretense/swindle/confidence game,"{'type': 'Point', 'coordinates': [-81.3129099, 28.52435526]}",Mapped,28.52435526,"-81.3129099,",00000
2342,169905.0,2016-08-17T17:34:00.000,8/17/2016,17:34:00,Closed,5500 DEL VERDE WAY,2016-00334229,Theft,Committed,Theme Park,Theft from motor vehicle except parts/accessories,"{'type': 'Point', 'coordinates': [-81.45337646, 28.46380677]}",Mapped,28.46380677,-81.45337646,32819
100,167663.0,2015-06-10T13:24:00.000,6/10/2015,13:24:00,Closed,8600 HANGAR BV,2015-00237951,Fraud,Committed,Airport,False pretense/swindle/confidence game,"{'type': 'Point', 'coordinates': [-81.2891358, 28.44204652]}",Mapped,28.44204652,"-81.2891358,",00000
1548,169111.0,2017-10-12T07:25:00.000,10/12/2017,7:25:00,Closed,S WESTMORELAND DR / LONG ST,2017-00401302,Theft,Committed,Highway/Road/Alley,All other larceny,"{'type': 'Point', 'coordinates': [-81.393103016, 28.535599616]}",Mapped,8.535599616,-81.39310301,00000
1926,169489.0,2014-09-02T15:54:00.000,9/2/2014,15:54:00,Closed,2800 E COLONIAL DR,2014-00367119,Fraud,Committed,Hotel/Motel,Credit card/atm fraud,"{'type': 'Point', 'coordinates': [-81.34740188, 28.5532521]}",Mapped,28.5532521,-81.34740188,32803
1817,169380.0,2015-02-13T10:11:00.000,2/13/2015,10:11:00,Closed,6000 UNIVERSAL BV,2015-00063360,Theft,Committed,Hotel/Motel,All other larceny,"{'type': 'Point', 'coordinates': [-81.4641098, 28.47343236]}",Mapped,28.47343236,"-81.4641098,",00000
1218,168781.0,2017-01-30T09:09:00.000,1/30/2017,9:09:00,Closed,COLYER ST / S WESTMORELAND DR,2017-00039978,Theft,Committed,Parking Lot - Surface,Theft from motor vehicle except parts/accessories,"{'type': 'Point', 'coordinates': [-81.393138234, 28.537668745]}",Mapped,8.537668745,-81.39313823,00000
2170,169733.0,2017-05-24T23:34:00.000,5/24/2017,23:34:00,Arrest,4500 WELDON PL,2017-00203207,Assault,Committed,Residence/Single,Aggravated assault,"{'type': 'Point', 'coordinates': [-81.436465983, 28.51933322]}",Mapped,28.51933322,-81.43646598,32811
657,168220.0,2011-04-25T13:10:00.000,4/25/2011,13:10:00,Closed,600 E ROLLINS ST,2011-00184168,Assault,Committed,Residence/Single,Simple assault,"{'type': 'Point', 'coordinates': [-81.36956884, 28.57309872]}",Mapped,28.57309872,-81.36956884,32803
2050,169613.0,2015-05-24T20:10:00.000,5/24/2015,20:10:00,Closed,1000 UNIVERSAL STUDIOS PLZ,2015-00801765,Theft,Committed,Theme Park,All other larceny,"{'type': 'Point', 'coordinates': [-81.47324116, 28.47723397]}",Mapped,28.47723397,-81.47324116,32819
239,167802.0,2014-08-13T07:39:00.000,8/13/2014,7:39:00,Closed,2300 OBERLIN AVE,2014-00336746,Vehicle Theft,Committed,Residence/Single,Motor vehicle theft,"{'type': 'Point', 'coordinates': [-81.38121487, 28.5726318]}",Mapped,28.5726318,-81.38121487,32804
793,168356.0,2012-08-22T14:42:00.000,8/22/2012,14:42:00,Closed,3100 W PRINCETON ST,2012-00348758,Theft,Committed,Parking Lot - Surface,Theft from motor vehicle except parts/accessories,"{'type': 'Point', 'coordinates': [-81.41891423, 28.56972275]}",Mapped,28.56972275,-81.41891423,32808
69,167632.0,2011-12-17T00:25:00.000,12/17/2011,0:25:00,Closed,4900 CURRY FORD RD,2011-00550644,Theft,Committed,Residence/Single,All other larceny,"{'type': 'Point', 'coordinates': [-81.3263021, 28.52427612]}",Mapped,28.52427612,"-81.3263021,",00000
739,168302.0,2010-03-27T11:53:00.000,3/27/2010,11:53:00,Arrest,1100 LUCERNE TR,2010-00144193,Assault,Committed,Doctor/Dental Office,Simple assault,"{'type': 'Point', 'coordinates': [-81.3807223, 28.5294915]}",Mapped,28.5294915,"-81.3807223,",00000
1202,168765.0,2014-01-20T23:21:00.000,1/20/2014,23:21:00,Closed,2500 CENTER AVE,2014-00028858,Burglary,Committed,Residence/Single,Burglary/breaking and entering,"{'type': 'Point', 'coordinates': [-81.37428798, 28.51430398]}",Mapped,28.51430398,-81.37428798,32806
1943,169506.0,2013-04-09T09:05:00.000,4/9/2013,9:05:00,Closed,2100 W WASHINGTON ST,2013-00146442,Theft,Committed,Commercial/Office Building,All other larceny,"{'type': 'Point', 'coordinates': [-81.40814982, 28.54429556]}",Mapped,28.54429556,-81.40814982,32805
647,168210.0,2011-06-10T01:07:00.000,6/10/2011,1:07:00,Closed,5800 CARAVAN CT,2011-00255995,Burglary,Committed,Hotel/Motel,Burglary/breaking and entering,"{'type': 'Point', 'coordinates': [-81.45683469, 28.47650736]}",Mapped,28.47650736,-81.45683469,32819
1881,169444.0,2013-04-12T08:55:00.000,4/12/2013,8:55:00,Closed,5100 CYPRESS CREEK DR,2013-00151251,Theft,Committed,Apartment/Condo,Theft from motor vehicle except parts/accessories,"{'type': 'Point', 'coordinates': [-81.44836465, 28.48642005]}",Mapped,28.48642005,-81.44836465,32811
2268,169831.0,2011-10-23T12:56:00.000,10/23/2011,12:56:00,Closed,5100 EDWINA ST,2011-00468987,Burglary,Committed,Residence/Single,Burglary/breaking and entering,"{'type': 'Point', 'coordinates': [-81.448077, 28.52484588]}",Mapped,28.52484588,"-81.448077, ",00000
74,167637.0,2012-04-16T09:27:00.000,4/16/2012,9:27:00,Closed,5900 MAUSSER DR,2012-00160951,Assault,Committed,Apartment/Condo,Simple assault,"{'type': 'Point', 'coordinates': [-81.3041099, 28.52049113]}",Mapped,28.52049113,"-81.3041099,",00000
607,168170.0,2015-10-12T12:51:00.000,10/12/2015,12:51:00,Closed,400 W GRANT ST,2015-00420340,Theft,Attempted,Commercial/Office Building,All other larceny,"{'type': 'Point', 'coordinates': [-81.38282879, 28.51651609]}",Mapped,28.51651609,-81.38282879,32806
